"Year","Quarter","Location Description","Data Source","Topic Description","Measure Description","Provision Group Description","Provision","Value","Citation","Enacted Date","Effective Date","Comments"
"2010","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2010","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2010","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2010","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2010","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2010","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2009","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2009","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2009","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2009","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2009","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2009","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2009","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2009","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2009","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2009","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2009","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2009","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2008","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2008","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2008","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2008","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2008","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2008","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2008","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2008","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2008","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2008","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2008","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2008","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2007","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2007","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2007","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2003","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2003","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2003","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2002","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2002","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2002","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2001","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2001","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2001","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2000","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2000","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2000","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"1999","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"1999","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"1999","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"1998","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"1998","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"1998","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"1997","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"1997","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"1997","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"1996","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"1996","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"1996","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"1995","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"1995","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"1995","4","Alaska","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2019","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2019","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2019","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2019","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2019","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2019","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2019","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2019","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2019","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2018","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2018","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2018","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2018","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2018","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2018","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2018","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2018","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2018","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2018","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2018","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2018","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2017","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2017","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2017","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2017","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2017","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2017","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2017","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2017","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2017","2","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2017","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2017","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2017","1","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2016","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2016","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
"2016","4","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Vending Machines","No Provision","","","",""
"2016","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Sales to Youth","No Provision","","","",""
"2016","3","Alabama","OSH","Legislation - Preemption","Preemption on Youth Access","Restrictions","Distribution","No Provision","","","",""
