"Year","Quarter","Location Description","Data Source","Topic Description","Measure Description","Provision Group Description","Provision","Value","Citation","Enacted Date","Effective Date","Comments"
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2007","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Law Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Holding Date(s)","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Summary Text","Not Applicable","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2007","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Law Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Holding Date(s)","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Summary Text","Not Applicable","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2007","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Law Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Holding Date(s)","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Summary Text","Not Applicable","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2006","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Law Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Holding Date(s)","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Summary Text","Not Applicable","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2006","3","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Law Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Holding Date(s)","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Summary Text","Not Applicable","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2006","2","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Law Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Holding Date(s)","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Summary Text","Not Applicable","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2006","1","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Law Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Holding Date(s)","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Case Summary Text","Not Applicable","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Summary Preemption","No ","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Statutory Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Law Preemption","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Holding Date(s)","No Provision","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Case Summary Text","Not Applicable","","","",""
"2005","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Restaurants","Restaurants - Summary Preemption","No ","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Statutory Preemption","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Law Preemption","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Holding Date(s)","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Case Summary Text","Not Applicable","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Bars","Bars - Summary Preemption","No ","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Statutory Preemption","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Law Preemption","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Holding Date(s)","No Provision","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Case Summary Text","Not Applicable","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Government Worksites","Government worksites - Summary Preemption","No ","","","",""
"2004","4","Alaska","OSH","Legislation - Preemption","Preemption on Smokefree Indoor Air","Private Worksites","Private worksites - Statutory Preemption","No Provision","","","",""
